folio;depto;area;s01a_01;s01a_02;s01a_02e;s01a_03;s01a_03e;s01a_04;s01a_05;s01a_06;s01a_06e;s01a_07;s01a_08;s01a_08e;s01a_09;s01a_09e;s01a_10;s01a_10e;s01a_11aa;s01a_11ab;s01a_11b;s01a_12;s01a_13;s01a_14_1;s01a_14_2;s01a_14_3;s01a_15;s01a_16;s01a_17;s01a_18;s01a_19;s01a_20;s01a_21;s01a_21e;s01a_22_1a;s01a_22_1b;s01a_22_2a;s01a_22_2b;s01a_22_3a;s01a_22_3b;s01a_22_4a;s01a_22_4ae;s01a_22_4b;s01a_23_1a;s01a_23_1b;s01a_23_2a;s01a_23_2b;s01a_23_3a;s01a_23_3b;s01a_23_4a;s01a_23_4b;s01a_23_5a;s01a_23_5ae;s01a_23_5b;s01a_24;s01a_25;s01a_25e;s01a_26;s01a_27;s01a_28;s01a_29;s01a_30;s01a_31;upm;estrato;factor
56105;1;1;4;7; ; ; ; ;300;2; ;1;2; ;7; ;2; ;10;0;7;25;2;1;1;1;1;4;1; ;1;40;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;23;1;0;1;33;2;113-04161455553-A;13;205
56112;7;1;4;3; ; ; ;700; ;1; ;1;2; ;5; ;2; ;24;0;7;100;2;1;1;2;1;1;2;4;1;120;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;1;1;2; ;2;714-05251835856-A;14;441
56116;3;1;3;1; ;4; ; ;500;1; ;1;2; ;6; ;1; ;24;0;7;35;2;1;1;1;1;1;1; ;1;280;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;12;3;3;1;33;2;314-05244985530-A;14;225
56117;3;1;3;7; ; ; ; ;1200;1; ;1;1; ;6; ;1; ;24;0;7;10;2;1;1;1;1;1;1; ;1;200;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;15;3;3;1;23;1;314-05244985530-A;14;225
56121;3;1;1;7; ; ; ; ;300;1; ;1;1; ;5; ;11; ; ; ; ;56;2;1;1;1;1;1;1; ;1;35;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;11;2;2;2; ;2;313-05201550183-A;13;214
56125;3;1;4;3; ; ; ;500; ;1; ;1;1; ;5; ;11; ; ; ; ;35;2;1;1;1;1;1;2;2;1;75;6; ;1;800;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;50;3;2;2; ;2;313-05213102595-A;13;214
56128;3;1;1;1; ;1; ; ;2000;1; ;1;2; ;5; ;11; ; ; ; ;180;2;1;1;1;1;1;1; ;1;170;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;50;6;4;1;25;1;313-05213102595-A;13;214
56145;4;1;1;3; ; ; ;300; ;2; ;1;1; ;5; ;2; ;4;0;7;20;2;1;1;1;1;1;1; ;1;35;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;45;1;0;2; ;2;411-00478891711-A;11;154
56146;4;1;1;3; ; ; ;300; ;2; ;1;1; ;7; ;2; ;4;0;7;20;2;1;1;1;1;1;1; ;1;30;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;45;1;1;2; ;2;411-00478891711-A;11;154
56147;4;1;1;1; ;4; ; ;500;2; ;1;1; ;5; ;2; ;4;0;7;40;2;2;2;2;1;1;1; ;1;60;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;20;5;3;2; ;2;411-00478891711-A;11;154
56157;4;1;1;1; ;4; ; ;1000;2; ;1;1; ;6; ;1; ;24;0;7;45;2;1;1;1;1;1;1; ;1;85;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;9;4;1;1;30;2;414-00477595341-A;14;367
56158;4;1;1;1; ;4; ; ;1500;2; ;1;1; ;5; ;1; ;24;0;7;50;2;1;1;1;1;1;1; ;1;200;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;25;4;4;1;25;2;414-00477595341-A;14;367
56159;4;1;1;1; ;4; ; ;1400;2; ;1;1; ;3; ;1; ;24;0;7;53;2;1;1;1;1;1;1; ;1;120;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;17;6;3;1;46;2;414-00477595341-A;14;367
56160;4;1;1;1; ;4; ; ;1500;1; ;1;1; ;3; ;1; ;24;0;7;60;2;1;1;1;1;1;1; ;1;50;6; ;1;20000;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;30;5;3;1;27;2;414-00477595341-A;14;367
56175;3;1;3;3; ; ; ;1300; ;1; ;1;2; ;6; ;1; ;3;0;1;50;2;1;1;1;1;1;1; ;1;80;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;9;4;3;1;60;1;314-05230444025-A;14;207
56176;3;1;1;7; ; ; ; ;1000;1; ;1;3; ;6; ;1; ;3;0;1;60;1;1;1;1;1;1;1; ;1;220;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;15;4;3;1;220;1;314-05230444025-A;14;207
56177;3;1;4;1; ;5;HERENCIA; ;800;1; ;1;1; ;5; ;2; ; ; ;1;200;1;1;2;2;1;2;1; ;1;140;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;23;3;3;2; ;2;314-05230444025-A;14;207
56178;3;1;1;1; ;4; ; ;800;1; ;1;2; ;6; ;1; ;3;0;1;50;2;1;1;1;1;1;1; ;1;100;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;9;3;2;1;25;1;314-05230444025-A;14;207
56186;6;1;1;7; ; ; ; ;800;1; ;1;3; ;6; ;1; ;14;0;7;87;1;1;1;2;1;1;1; ;1;180;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;4; ;8;2;1;2; ;2;612-02982538695-A;12;127
56239;3;2;1;6; ; ; ; ;20;1; ;2;1; ;5; ;1; ;24;0;7;2;1;1;1;1;2; ;2;2;2; ;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;23;1;1;2; ;2;351-04800777534-D;21;491
56241;3;2;1;2; ;4; ; ;10;1; ;1;1; ;6; ;1; ;24;0;7; ;1;1;1;1;5; ; ; ;2; ;4; ;1;370;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;1; ;0;3;2;2; ;2;351-04800777534-D;21;491
56245;3;2;1;1; ;4; ; ;20;1; ;2;1; ;6; ;1; ;24;0;7; ;1;1;1;1;2; ;1; ;2; ;7;VOTA LA BADURA EN UN POXO QUE HA CABADO;2; ;2; ;2; ;2; ; ;1;100;2; ;2; ;2; ;2; ; ;1;2; ;23;7;1;2; ;2;351-04800777534-D;21;491
56251;3;2;1;1; ;4; ; ;10;2; ;1;1; ;5; ;1; ;24;0;7; ;1;1;1;1;5; ; ; ;2; ;4; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;2; ;0;4;2;2; ;2;351-04800777534-D;21;491
56254;7;1;4;3; ; ; ;600; ;1; ;1;1; ;5; ;2; ;24;0;7;15;2;1;1;1;1;1;2;4;1;15;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;7; ; ;1;0;2; ;2;713-05222277442-A;13;486
56265;6;1;4;1; ;5;BANCO MERCSNTIL; ;1000;1; ;1;1; ;6; ;1; ;24;0;7;50;2;1;1;1;2; ;1; ;1;80;6; ;2; ;1;200;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;60;2;2;1;35;2;614-02968859374-A;14;191
56268;6;1;1;6; ; ; ; ;250;2; ;1;1; ;6; ;2; ;24;0;7;43;2;1;1;1;5; ; ; ;1;100;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;72;1;1;2; ;2;613-02968522985-A;13;175
56273;6;1;1;1; ;4; ; ;2000;1; ;1;1; ;6; ;2; ;24;0;7;47;2;1;1;1;1;2;1; ;1;135;6; ;2; ;1;120;2; ;2; ; ;1;4500;2; ;2; ;2; ;2; ; ;1;3; ;23;2;2;1;21;2;613-02968522985-A;13;175
56278;4;1;3;3; ; ; ;2700; ;1; ;1;3; ;6; ;1; ;24;0;7;20;2;1;1;1;1;1;1; ;1;50;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;25;3;2;2; ;1;414-00477595341-A;14;367
56279;4;1;1;1; ;4; ; ;1500;1; ;1;1; ;3; ;1; ;24;0;7;35;2;1;1;1;1;1;1; ;1;180;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;2;1;1;35;1;414-00477595341-A;14;367
56280;4;1;4;3; ; ; ;550; ;1; ;1;1; ;3; ;2; ;24;0;7;15;2;1;1;1;1;1;1; ;1;30;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;7; ; ;1;0;2; ;2;414-00477595341-A;14;367
56281;4;1;1;1; ;5;HERENCIA; ;1500;1; ;1;1; ;6; ;1; ;20;0;7;45;2;1;1;1;1;1;1; ;1;120;6; ;1;1500;2; ;2; ;2; ; ;1;30000;2; ;2; ;2; ;2; ; ;1;4; ;20;3;2;2; ;1;414-00477595341-A;14;367
56304;7;1;4;5; ; ; ; ;500;1; ;1;2; ;5; ;2; ;24;0;7;50;2;1;1;1;1;1;2;3;1;50;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;7; ; ;1;0;2; ;2;713-05222277442-A;13;486
56306;2;1;1;1; ; ; ; ;400;1; ;1;1; ;5; ;1; ;24;0;7;5;2;1;1;1;1;1;1; ;1;80;5; ;1;150;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;50;4;3;1;16;2;213-06098694977-A;13;221
56311;2;1;1;1; ;4; ; ;400;2; ;1;1; ;5; ;2; ;24;0;6,5;5;2;1;1;1;1;1;2;3;1;110;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;1;300;2; ; ;1;4; ;9;1;0;2; ;2;213-06098694977-A;13;221
56312;2;1;4;7; ; ; ; ;200;2; ;1;1; ;7; ;2; ;24;0;6;5;2;1;1;1;1;1;2;2;1;70;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;25;1;0;2; ;2;213-06098694977-A;13;221
56313;2;1;1;1; ;4; ; ;500;1; ;1;1; ;5; ;2; ;24;0;7;5;2;1;1;1;1;1;2;5;1;260;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;18;1;0;1;18;2;213-06098694977-A;13;221
56315;1;1;4;7; ; ; ; ;200;2; ;2;1; ;1; ;2; ;24;0;7;15;1;1;2;2;1;1;2;2;1;15;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;22;1;0;2; ;2;112-04181841747-A;12;210
56364;2;1;1;3; ; ; ;250; ;1; ;1;1; ;5; ;8; ; ; ; ;5;2;1;1;1;1;1;2;5;1;60;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;7; ; ;1;1;2; ;2;213-06098694977-A;13;221
56365;2;1;1;3; ; ; ;250; ;1; ;1;5;TUMBADO CON REVOQUE;5; ;2; ;24;0;6;5;2;1;1;1;1;1;2;5;1;30;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;23;4;1;2; ;2;213-06098694977-A;13;221
56366;2;1;1;1; ;2; ; ;500;1; ;1;1; ;5; ;1; ;24;0;7;23;2;1;1;1;1;1;2;2;1;85;5; ;2; ;1;1500;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;4;3;2; ;1;213-06098694977-A;13;221
56367;2;1;1;7; ; ; ; ;200;1; ;1;1; ;5; ;1; ;24;0;7;5;2;1;1;1;1;1;2;4;1;120;5; ;1;150;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;22;1;1;1;20;1;213-06098694977-A;13;221
56433;7;1;1;7; ; ; ; ;1500;1; ;1;2; ;6; ;2; ;24;0;7;70;1;1;1;1;1;2;1; ;1;200;4; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;10;3;3;2; ;2;713-05201404670-A;13;486
56434;1;1;1;1; ;5;HERENCIA; ;500;1; ;1;1; ;5; ;1; ;24;0;7;25;2;1;1;1;1;1;1; ;1;85;6; ;1;300;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;22;4;3;2; ;2;112-04181841747-A;12;210
56439;3;1;1;1; ;5;CREDITO EN PAGOS POR EL DUEÑO DEL TERRENO; ;300;1; ;1;1; ;5; ;1; ;24;0;7;64;2;1;1;1;2; ;1; ;1;38;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;22;2;2;2; ;2;313-05185134283-A;13;214
56440;3;1;1;7; ; ; ; ;100;1; ;1;3; ;6; ;1; ;24;0;7;32;2;1;1;1;2; ;1; ;1;30;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;7; ; ;1;1;2; ;2;313-05185134283-A;13;214
56441;3;1;4;6; ; ; ; ;100;1; ;1;1; ;1; ;1; ;24;0;7;42;2;1;1;2;2; ;1; ;1;160;6; ;1;700;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;27;1;1;2; ;2;313-05185134283-A;13;214
56442;3;1;1;1; ;5;HERENCIA; ;800;1; ;1;1; ;6; ;1; ;7;0;7;140;2;1;1;1;2; ;1; ;1;130;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;25;3;3;2; ;2;313-05185134283-A;13;214
56446;2;1;1;2; ;3; ; ;300;1; ;1;2; ;5; ;1; ;24;0;5;15;2;1;2;1;1;2;1; ;1;40;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;45;3;3;2; ;2;224-06053821876-A;14;252
56447;2;1;4;2; ;3; ; ;120;1; ;1;2; ;4; ;1; ;24;0;5;7;1;1;2;2;1;2;2;2;1;15;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;25;1;1;2; ;2;224-06053821876-A;14;252
56448;2;1;1;2; ;1; ; ;170;1; ;1;2; ;4; ;1; ;24;0;5;25;2;1;1;1;1;2;2;2;1;85;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;45;2;1;2; ;2;224-06053821876-A;14;252
56449;2;1;1;2; ;1; ; ;150;1; ;1;2; ;5; ;1; ;24;0;5;20;2;1;1;1;1;2;1; ;1;38;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;45;3;2;2; ;2;224-06053821876-A;14;252
56526;7;1;4;5; ; ; ; ;600;1; ;1;2; ;5; ;2; ;24;0;7;50;2;2;1;1;1;1;2;3;1;70;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;7; ; ;1;0;2; ;2;713-05222277442-A;13;486
56632;6;1;1;1; ;4; ; ;1500;1; ;1;1; ;6; ;1; ;24;0;7;100;2;1;1;1;1;1;1; ;1;280;5; ;1;2000;1;200;1;200;2; ; ;1;1000;2; ;2; ;1;300;1;COLOCACION DE ESTUFA;2000;1;4; ;120;3;2;2; ;1;614-02971071634-A;14;191
56633;6;1;1;1; ;4; ; ;800;1; ;1;3; ;6; ;2; ;24;0;7;40;2;1;1;1;2; ;1; ;1;20;5; ;1;15000;2; ;2; ;1;COLOCADO DE PUERTAS A LA VIVIENDA;14000;2; ;2; ;2; ;2; ;2; ; ;1;4; ;25;3;2;2; ;2;613-02968522985-A;13;175
56635;6;1;1;1; ;4; ; ;1500;1; ;1;3; ;6; ;2; ;24;0;7;43;2;1;1;1;2; ;1; ;1;150;5; ;1;700;2; ;2; ;2; ; ;2; ;1;3000;2; ;2; ;2; ; ;1;3; ;25;3;3;2; ;2;613-02968522985-A;13;175
56641;6;1;1;1; ;4; ; ;1000;1; ;1;3; ;6; ;1; ;24;0;7;40;2;1;1;1;2; ;1; ;1;60;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;40;3;2;2; ;2;613-02968522985-A;13;175
56645;6;1;1;1; ;4; ; ;1000;1; ;1;3; ;5; ;1; ;24;0;7;60;2;1;1;1;2; ;1; ;1;150;5; ;2; ;1;380;2; ;1;COLOCADO DE PUERTAS;2600;1;40000;2; ;2; ;2; ;2; ; ;1;3; ;50;3;2;2; ;2;613-02968522985-A;13;175
56650;2;1;3;5; ; ; ; ;400;1; ;1;3; ;3; ;1; ;24;0;7;50;2;1;1;1;1;1;1; ;1;130;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;16;4;2;2; ;2;212-00630847587-A;12;182
56651;2;1;3;5; ; ; ; ;200;1; ;1;1; ;3; ;1; ;12;0;7;35;2;1;1;1;1;1;1; ;1;40;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;15;2;1;2; ;1;212-00630847587-A;12;182
56652;2;1;4;7; ; ; ; ;200;1; ;1;1; ;3; ;2; ;24;0;7;20;2;1;1;1;1;1;2;2;1;30;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;23;2;1;2; ;2;212-00630847587-A;12;182
56653;2;1;3;7; ; ; ; ;450;1; ;1;3; ;3; ;1; ;24;0;7;20;2;1;1;1;1;1;1; ;1;30;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;15;4;1;2; ;2;212-00630847587-A;12;182
56661;1;1;1;1; ;4; ; ;2000;1; ;1;3; ;6; ;1; ;24;0;7;70;1;1;1;1;1;1;1; ;1;70;6; ;2; ;2; ;2; ;2; ; ;1;5000;2; ;2; ;2; ;2; ; ;1;4; ;12;3;2;1;38;2;112-04181841747-A;12;210
56667;1;1;1;1; ;4; ; ;1200;1; ;2;3; ;5; ;2; ;24;0;7;25;2;1;1;1;1;1;1; ;1;60;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;46;5;3;2; ;2;112-04181841747-A;12;210
56668;1;1;1;2; ;2; ; ;1000;1; ;1;3; ;6; ;1; ;24;0;7;30;2;1;1;1;1;4;1; ;1;130;6; ;1;60000;1;5000;1;5000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;46;3;2;2; ;2;112-04181841747-A;12;210
56689;6;1;1;1; ;4; ; ;600;1; ;1;1; ;5; ;2; ;24;0;7;25;2;1;1;1;5; ; ; ;1;115;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;50;1;1;1;50;2;613-02968522985-A;13;175
56695;1;1;1;1; ;4; ; ;1800;1; ;1;3; ;6; ;1; ;4;0;2;100;1;1;1;1;1;4;1; ;1;100;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;23;4;3;2; ;2;113-04161455553-A;13;205
56703;6;1;1;1; ;4; ; ;500;1; ;1;3; ;6; ;1; ;12;0;7;80;1;1;1;1;1;1;2;4;1;180;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;24;2;2;2; ;2;612-02982538695-A;12;127
56708;6;1;4;7; ; ; ; ;400;1; ;2;1; ;5; ;1; ;24;0;7;20;1;1;1;1;1;1;2;3;1;40;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;25;1;1;2; ;2;612-02982538695-A;12;127
56712;6;1;4;3; ; ; ;300; ;1; ;1;3; ;6; ;1; ;24;0;7;13;2;1;1;1;1;1;2;4;1;28;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;23;1;1;2; ;2;612-02982538695-A;12;127
56715;6;1;1;1; ;4; ; ;400;2; ;1;1; ;1; ;1; ;24;0;7;40;1;1;1;1;1;1;2;4;1;40;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;50;1;1;2; ;2;612-02982538695-A;12;127
56722;2;1;1;1; ;1; ; ;500;1; ;1;1; ;3; ;1; ;24;0;7;25;2;1;1;1;1;1;1; ;1;130;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;22;1;1;1;60;2;212-00630847587-A;12;182
56724;2;1;1;1; ;4; ; ;500;1; ;1;1; ;5; ;1; ;24;0;7;25;2;1;1;1;1;1;2;2;1;80;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;23;1;1;2; ;2;212-00630847587-A;12;182
56725;2;1;1;1; ;4; ; ;600;1; ;1;1; ;5; ;1; ;24;0;7;12;2;1;1;1;1;1;1; ;1;57;6; ;2; ;2; ;2; ;2; ; ;2; ;1;3000;2; ;2; ;2; ; ;1;3; ;23;2;1;2; ;2;212-00630847587-A;12;182
56726;2;1;1;1; ;4; ; ;600;1; ;1;3; ;5; ;1; ;24;0;7;18;2;1;1;1;1;1;1; ;1;75;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;14;2;2;2; ;2;212-00630847587-A;12;182
56727;2;1;4;3; ; ; ;200; ;1; ;1;3; ;5; ;1; ;24;0;7;12;2;1;1;1;1;1;1; ;1;80;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;23;1;1;2; ;2;212-00630847587-A;12;182
56752;7;1;1;1; ;4; ; ;3800;1; ;1;2; ;7; ;1; ;24;0;7;200;2;1;1;1;1;1;1; ;1;800;6; ;1;4000;1;600;2; ;2; ; ;2; ;2; ;1;150;1;400;2; ; ;1;4; ;30;2;1;2; ;1;713-05248618439-A;13;486
56755;7;1;4;3; ; ; ;500; ;1; ;1;2; ;6; ;1; ;24;0;7;50;2;1;1;1;1;1;2;8;1;50;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;25;1;0;2; ;2;713-05248618439-A;13;486
56758;7;1;4;3; ; ; ;500; ;1; ;1;2; ;6; ;1; ;24;0;7;50;2;1;1;1;1;1;2;8;1;50;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;50;1;0;2; ;2;713-05248618439-A;13;486
56765;7;1;4;5; ; ; ; ;1000;1; ;1;2; ;6; ;1; ;24;0;7;250;2;1;1;2;1;1;2;3;1;280;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;2;2;1;25;2;714-05251835856-A;14;441
56766;7;1;1;1; ;4; ; ;1500;1; ;1;2; ;6; ;1; ;24;0;7;38;1;1;1;1;1;2;1; ;1;115;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;25;1;1;2; ;2;712-05226390006-A;12;398
56771;7;1;1;2; ;1; ; ;3500;1; ;1;2; ;6; ;1; ;24;0;7;250;2;1;1;1;1;1;1; ;1;280;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;4;3;2; ;1;713-05222277442-A;13;486
56772;7;1;1;3; ; ; ;3500; ;1; ;1;2; ;6; ;1; ;24;0;7;300;2;1;1;1;1;2;1; ;1;450;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;46;4;2;2; ;1;713-05222277442-A;13;486
56781;7;1;4;7; ; ; ; ;700;1; ;1;2; ;6; ;1; ;24;0;7;130;1;1;1;1;1;1;1; ;1;300;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;12;2;1;1;0;2;712-05265289491-A;12;434
56784;7;1;4;3; ; ; ;400; ;1; ;1;1; ;6; ;1; ;24;0;7;30;1;1;1;1;1;1;2;3;1;30;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;25;1;1;2; ;2;712-05265289491-A;12;434
56786;7;1;4;3; ; ; ;400; ;1; ;1;1; ;6; ;1; ;24;0;7;30;1;1;1;1;1;1;2;3;1;30;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;7; ; ;1;1;2; ;2;712-05265289491-A;12;434
56788;7;1;4;3; ; ; ;800; ;1; ;1;1; ;6; ;2; ;24;0;7;40;1;1;1;1;1;1;2;3;1;50;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;25;3;2;2; ;2;712-05265289491-A;12;434
56794;3;1;1;1; ;2; ; ;500;1; ;1;2; ;6; ;1; ;24;0;7;80;2;1;1;1;2; ;1; ;1;700;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;48;6;2;2; ;2;313-05180157503-A;13;214
56797;3;1;1;2; ;1; ; ;300;1; ;1;2; ;6; ;1; ;24;0;7;40;1;1;1;1;2; ;1; ;1;40;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;1;TERMINO DE CONSTRUIR SU FACHADA DE AFUERA DE LA VIVIENDA;3500;1;3; ;23;5;5;2; ;2;313-05180157503-A;13;214
56804;3;1;1;1; ;4; ; ;200;1; ;1;2; ;6; ;1; ;24;0;7;35;1;1;1;1;2; ;1; ;1;76;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;4;2;2; ;2;313-05180157503-A;13;214
56805;3;1;1;2; ;2; ; ;300;1; ;1;3; ;6; ;11; ; ; ; ;100;1;1;1;1;2; ;1; ;1;50;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;68;5;3;2; ;1;313-05180157503-A;13;214
56817;6;1;1;5; ; ; ; ;700;1; ;1;3; ;6; ;1; ;14;0;7;20;2;1;1;1;1;1;1; ;1;50;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;3;2;2; ;2;612-02982538695-A;12;127
56820;3;1;1;1; ;4; ; ;500;1; ;1;3; ;6; ;1; ;24;0;7;30;1;1;1;1;1;2;1; ;1;200;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;50;6;5;2; ;2;313-05180157503-A;13;214
56828;3;1;1;1; ;4; ; ;1000;1; ;1;2; ;6; ;11; ; ; ; ;100;2;1;1;1;1;2;1; ;1;112;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;25;6;5;2; ;2;313-05180157503-A;13;214
