folio;depto;area;s01a_01;s01a_02;s01a_02e;s01a_03;s01a_03e;s01a_04;s01a_05;s01a_06;s01a_06e;s01a_07;s01a_08;s01a_08e;s01a_09;s01a_09e;s01a_10;s01a_10e;s01a_11aa;s01a_11ab;s01a_11b;s01a_12;s01a_13;s01a_14_1;s01a_14_2;s01a_14_3;s01a_15;s01a_16;s01a_17;s01a_18;s01a_19;s01a_20;s01a_21;s01a_21e;s01a_22_1a;s01a_22_1b;s01a_22_2a;s01a_22_2b;s01a_22_3a;s01a_22_3b;s01a_22_4a;s01a_22_4ae;s01a_22_4b;s01a_23_1a;s01a_23_1b;s01a_23_2a;s01a_23_2b;s01a_23_3a;s01a_23_3b;s01a_23_4a;s01a_23_4b;s01a_23_5a;s01a_23_5ae;s01a_23_5b;s01a_24;s01a_25;s01a_25e;s01a_26;s01a_27;s01a_28;s01a_29;s01a_30;s01a_31;upm;estrato;factor
55227;7;1;4;7; ; ; ; ;600;1; ;2;2; ;5; ;2; ;24;0;7;140;2;1;1;1;1;2;2;2;1;300;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;25;1;0;2; ;2;713-05222277442-A;13;486
55232;7;1;1;1; ;4; ; ;1000;1; ;1;2; ;6; ;1; ;24;0;7;400;2;1;1;1;1;1;1; ;1;200;6; ;1;500;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;28;3;3;2; ;2;713-05222277442-A;13;486
55273;7;1;4;3; ; ; ;700; ;1; ;1;1; ;6; ;2; ;24;0;7;50;1;1;1;1;1;1;1; ;1;150;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;25;2;1;2; ;2;712-05265289491-A;12;434
55277;3;1;1;1; ;4; ; ;50;5; ;2;2; ;5; ;7; ; ; ; ;0;2;1;1;1;3; ;1; ;2; ;2; ;1;2500;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;60;2;2;2; ;2;331-05586069776-A;11;146
55284;3;1;1;7; ; ; ; ;50;5; ;2;1; ;5; ;7; ; ; ; ;0;2;1;1;1;3; ;1; ;2; ;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;30;2;1;2; ;2;331-05586069776-A;11;146
55286;3;1;1;1; ;4; ; ;30;5; ;2;2; ;1; ;7; ; ; ; ;0;2;1;1;1;2; ;1; ;2; ;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;1; ;0;1;1;2; ;2;331-05586069776-A;11;146
55288;3;1;1;3; ; ; ;100; ;1; ;2;2; ;5; ;7; ; ; ; ;0;1;1;1;1;2; ;1; ;2; ;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;25;1;1;2; ;2;331-05586069776-A;11;146
55293;3;1;1;1; ;4; ; ;50;5; ;2;1; ;1; ;7; ; ; ; ;0;2;2;1;2;3; ;1; ;2; ;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;24;1;1;2; ;2;331-05586069776-A;11;146
55299;3;1;1;1; ;4; ; ;250;5; ;2;1; ;1; ;7; ; ; ; ;4;2;2;1;1;3; ;2;3;2; ;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;24;3;2;2; ;2;331-05586069776-A;11;146
55304;3;1;1;1; ;4; ; ;150;5; ;2;2; ;1; ;6; ; ; ; ;0;2;2;2;2;3; ;2;2;2; ;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;7; ; ;1;1;2; ;2;331-05586069776-A;11;146
55306;3;1;1;1; ;4; ; ;50;5; ;2;2; ;1; ;6; ; ; ; ;0;2;2;2;2;3; ;2;3;2; ;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;24;2;1;2; ;2;331-05586069776-A;11;146
55308;3;1;1;1; ;4; ; ;100;5; ;2;1; ;1; ;6; ; ; ; ;0;1;1;2;2;3; ;1; ;2; ;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;1;1;2; ;2;331-05586069776-A;11;146
55310;3;1;1;1; ;4; ; ;150;5; ;2;1; ;1; ;6; ; ; ; ;0;1;1;2;2;3; ;1; ;2; ;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;48;2;1;2; ;2;331-05586069776-A;11;146
55319;3;1;1;1; ;4; ; ;250;1; ;1;1; ;5; ;6; ; ; ; ;0;1;1;2;2;3; ;1; ;2; ;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;36;1;1;2; ;2;331-05586069776-A;11;146
55323;3;1;1;7; ; ; ; ;300;1; ;2;2; ;5; ;6; ; ; ; ;0;1;1;2;2;2; ;2;2;2; ;7;LO RECICLAN;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;24;1;0;2; ;2;331-05586069776-A;11;146
55632;1;1;4;7; ; ; ; ;300;1; ;1;3; ;5; ;1; ;5;0;7;20;1;1;1;1;1;4;2;2;1;40;7;LO TIRA A LA QUEBRADA;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;2;1;2; ;2;113-04161455553-A;13;205
55637;3;1;1;1; ;4; ; ;700;2; ;1;1; ;5; ;1; ;3;0;2;52;1;1;1;1;1;1;1; ;1;82;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;3;1;2; ;2;314-05210301039-A;14;207
55638;3;1;1;7; ; ; ; ;400;1; ;1;3; ;6; ;10; ; ; ; ;224;2;1;1;1;1;1;1; ;1;60;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;12;5;2;1;35;1;314-05210301039-A;14;207
55639;3;1;4;2; ;1; ; ;300;2; ;1;1; ;5; ;1; ;8;0;3;55;1;1;1;1;1;1;1; ;1;80;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;45;1;1;2; ;2;314-05210301039-A;14;207
55640;3;1;4;3; ; ; ;350; ;1; ;1;1; ;6; ;1; ;4;0;1;25;2;1;1;1;1;1;1; ;1;50;6; ;1;100;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;1;1;2; ;1;314-05210301039-A;14;207
55655;3;1;1;1; ;4; ; ;800;1; ;1;1; ;5; ;8; ; ; ; ;15;1;1;1;1;2; ;2;3;1;50;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;22;6;4;2; ;2;313-05193277905-A;13;214
55661;3;1;4;7; ; ; ; ;500;1; ;1;1; ;6; ;4; ; ; ; ;18;1;1;1;1;3; ;1; ;1;60;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;2;2;2; ;2;313-05193277905-A;13;214
55666;3;1;1;1; ;5;PIR HERENCIA; ;500;1; ;1;3; ;6; ;11; ; ; ; ;50;2;1;1;1;2; ;1; ;1;200;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;2;2;2; ;2;313-05193277905-A;13;214
55672;3;1;4;7; ; ; ; ;250;1; ;1;1; ;5; ;4; ; ; ; ;5;1;1;1;1;2; ;2;3;1;20;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;1;1;2; ;2;313-05193277905-A;13;214
55676;3;1;1;1; ;4; ; ;300;1; ;1;1; ;5; ;11; ; ; ; ;150;1;1;1;1;2; ;2;3;1;170;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;45;2;1;2; ;2;313-05188932766-A;13;214
55677;3;1;4;7; ; ; ; ;300;1; ;1;1; ;5; ;11; ; ; ; ;70;2;1;1;1;2; ;2;3;1;70;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;45;1;1;2; ;2;313-05188932766-A;13;214
55678;3;1;1;1; ;4; ; ;400;1; ;1;3; ;6; ;4; ; ; ; ;50;1;1;1;1;2; ;1; ;1;40;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;45;5;5;2; ;2;313-05188932766-A;13;214
55679;3;1;1;3; ; ; ;300; ;1; ;1;1; ;5; ;11; ; ; ; ;42;1;1;1;1;2; ;1; ;1;35;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;27;1;1;2; ;2;313-05188932766-A;13;214
55697;3;1;4;3; ; ; ;100; ;1; ;1;3; ;5; ;11; ; ; ; ;45;1;1;2;2;2; ;2;3;1;40;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;50;1;1;2; ;2;313-05186447317-A;13;214
55698;3;1;1;1; ;4; ; ;500;1; ;1;1; ;5; ;11; ; ; ; ;60;1;1;1;1;2; ;1; ;1;180;6; ;1;1500;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;45;5;4;2; ;2;313-05186447317-A;13;214
55699;3;1;1;1; ;4; ; ;300;1; ;1;3; ;5; ;11; ; ; ; ;55;1;1;1;1;2; ;1; ;1;55;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;15;2;2;2; ;2;313-05186447317-A;13;214
55700;3;1;1;1; ;4; ; ;200;1; ;1;1; ;5; ;4; ; ; ; ;18;2;1;2;2;5; ; ; ;1;18;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;7; ; ;1;1;2; ;2;313-05186447317-A;13;214
55716;3;1;4;3; ; ; ;100; ;1; ;2;1; ;5; ;11; ; ; ; ;26;2;2;1;1;5; ; ; ;1;22;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;50;1;1;2; ;2;313-05174377643-A;13;214
55717;3;1;4;3; ; ; ;100; ;1; ;1;1; ;5; ;1; ;24;0;7;30;2;2;1;1;5; ; ; ;1;18;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;25;1;1;2; ;2;313-05174377643-A;13;214
55726;3;1;1;1; ;2; ; ;300;1; ;1;1; ;5; ;1; ;24;0;7;60;1;1;1;1;2; ;1; ;1;60;2; ;2; ;2; ;2; ;2; ; ;1;11849;2; ;2; ;2; ;2; ; ;1;3; ;25;2;2;2; ;2;313-05174377643-A;13;214
55727;3;1;1;1; ;4; ; ;200;1; ;1;1; ;6; ;1; ;24;0;7;35;2;1;1;1;2; ;1; ;1;30;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;22;6;2;2; ;2;313-05174377643-A;13;214
55735;3;1;1;1; ;2; ; ;300;1; ;1;1; ;5; ;11; ; ; ; ;84;1;1;1;1;2; ;1; ;1;85;2; ;2; ;2; ;2; ;2; ; ;2; ;1;18000;2; ;2; ;2; ; ;1;3; ;75;2;2;2; ;2;311-05164106794-A;11;146
55736;3;1;4;3; ; ; ;100; ;1; ;1;1; ;5; ;11; ; ; ; ;28;1;1;2;1;5; ; ; ;1;18;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;28;1;1;2; ;2;311-05164106794-A;11;146
55737;3;1;1;1; ;2; ; ;150;1; ;2;1; ;5; ;11; ; ; ; ;70;1;1;1;1;5; ; ; ;1;40;6; ;1;500;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;28;1;1;2; ;2;311-05164106794-A;11;146
55738;3;1;1;1; ;4; ; ;300;1; ;2;1; ;5; ;11; ; ; ; ;112;2;1;1;1;2; ;1; ;1;18;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;1; ;10;1;1;2; ;2;311-05164106794-A;11;146
55751;3;1;1;2; ;1; ; ;300;1; ;1;1; ;5; ;1; ;24;0;7;100;2;1;1;1;5; ; ; ;1;50;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;50;1;1;2; ;2;312-05180411863-A;12;189
55752;3;1;1;2; ;1; ; ;500;1; ;1;3; ;5; ;1; ;24;0;7;120;1;1;1;1;2; ;1; ;1;60;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;50;2;2;2; ;2;312-05180411863-A;12;189
55753;3;1;1;2; ;5;LA FAMILIA VIVE, Y PAGA MENSUALMENTE AL DUEÑO DEL TERRENO; ;500;1; ;1;1; ;6; ;1; ;24;0;7;120;2;1;1;1;2; ;2;2;1;200;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;50;3;3;1;20;1;312-05180411863-A;12;189
55768;3;1;4;7; ; ; ; ;80;1; ;1;1; ;5; ;1; ;24;0;7;80;2;1;1;1;5; ; ; ;1;16;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;22;1;1;2; ;2;312-05182746166-A;12;189
55773;3;1;1;2; ;5;POR SAN SIMON; ;200;1; ;1;1; ;6; ;1; ;24;0;7;90;2;1;1;1;2; ;1; ;1;100;6; ;2; ;2; ;2; ;1;TINGLADO;2000;2; ;2; ;2; ;2; ;2; ; ;1;3; ;45;1;1;2; ;2;312-05182746166-A;12;189
55774;3;1;1;2; ;5;SE COMPRO DEL DUEÑO, Y PAGO POR CUOTAS; ;300;3; ;1;1; ;5; ;1; ;24;0;7;30;1;1;1;1;2; ;1; ;1;55;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;45;2;2;2; ;1;312-05182746166-A;12;189
55775;3;1;4;7; ; ; ; ;300;1; ;1;1; ;5; ;1; ;24;0;7;20;2;1;1;1;2; ;1; ;1;30;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;23;2;2;2; ;2;312-05182746166-A;12;189
55789;7;1;1;1; ;3; ; ;1300;1; ;1;1; ;5; ;1; ;24;0;7;35;2;1;1;1;1;3;2;3;1;40;6; ;1;900;2; ;2; ;2; ; ;2; ;1;460;2; ;2; ;2; ; ;1;4; ;9;1;1;2; ;2;712-05226390006-A;12;398
55790;7;1;1;7; ; ; ; ;800;1; ;1;1; ;6; ;1; ;24;0;7;0;2;1;2;2;1;3;2;3;1;110;6; ;1;1490;1;115;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;20;1;1;1;50;2;712-05226390006-A;12;398
55798;7;1;4;7; ; ; ; ;400;1; ;1;2; ;6; ;2; ;24;0;7;35;1;1;1;1;1;1;2;2;1;50;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;7; ; ;1;1;2; ;2;712-05260990680-A;12;398
55800;7;1;4;7; ; ; ; ;400;1; ;1;2; ;6; ;2; ;24;0;7;25;1;1;1;1;1;1;2;3;1;30;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;7; ; ;1;1;2; ;2;712-05260990680-A;12;398
55802;7;1;4;3; ; ; ;500; ;1; ;2;2; ;7; ;2; ;24;0;7;100;1;1;1;1;1;1;1; ;1;200;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;25;2;2;2; ;2;712-05265289491-A;12;434
55809;7;1;1;1; ;4; ; ;500;1; ;1;2; ;5; ;2; ;24;0;7;70;1;1;1;1;1;1;1; ;1;100;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;18;3;3;2; ;2;712-05265289491-A;12;434
55814;7;1;4;3; ; ; ;550; ;1; ;1;2; ;6; ;2; ;24;0;7;60;2;1;2;2;1;1;2;2;1;70;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;15;1;0;2; ;2;714-05209800591-A;14;441
55816;7;1;4;7; ; ; ; ;500;1; ;1;3; ;6; ;2; ;24;0;7;50;2;1;1;1;1;1;2;8;1;100;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;28;2;1;2; ;2;713-05248618439-A;13;486
55821;7;1;4;3; ; ; ;400; ;1; ;1;2; ;6; ;2; ;24;0;7;50;2;1;1;1;1;1;2;4;1;50;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;7; ; ;1;1;2; ;2;713-05248618439-A;13;486
55823;1;1;4;7; ; ; ; ;200;1; ;1;3; ;5; ;2; ;10;0;7;15;1;1;1;1;5; ; ; ;1;25;3; ;1;1500;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;50;1;0;2; ;2;113-04161455553-A;13;205
55829;7;1;4;7; ; ; ; ;1000;1; ;1;2; ;6; ;2; ;24;0;7;150;2;1;1;1;1;1;2;2;1;180;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;10;1;1;1;40;2;713-05248618439-A;13;486
55833;7;1;1;7; ; ; ; ;1000;1; ;1;2; ;6; ;1; ;24;0;7;150;2;1;1;1;1;1;1; ;1;250;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;25;2;2;2; ;2;713-05248618439-A;13;486
55887;7;1;4;7; ; ; ; ;400;1; ;1;1; ;5; ;1; ;24;0;7;150;2;1;1;1;1;1;2;4;1;60;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;9;2;2;2; ;2;713-05222277442-A;13;486
55891;7;1;4;3; ; ; ;400; ;1; ;1;2; ;6; ;2; ;24;0;7;50;2;1;1;1;1;1;2;4;1;50;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;28;2;1;2; ;2;713-05248618439-A;13;486
55947;7;1;4;3; ; ; ;400; ;1; ;1;2; ;6; ;2; ;24;0;7;20;1;1;2;2;1;2;2;4;1;25;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;7; ; ;1;1;2; ;2;712-05226390006-A;12;398
55949;7;1;1;1; ;4; ; ;500;1; ;2;1; ;1; ;1; ;24;0;7;50;2;1;1;1;2; ;1; ;1;70;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;45;2;2;2; ;2;713-05201404670-A;13;486
55955;7;1;1;1; ;4; ; ;500;1; ;1;3; ;1; ;1; ;24;0;7;60;2;1;1;1;1;2;1; ;1;120;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;30;3;3;2; ;2;713-05201404670-A;13;486
55964;3;1;1;1; ;4; ; ;500;2; ;1;1; ;5; ;11; ; ; ; ;70;2;1;1;2;3; ;1; ;1;85;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;5;5;2; ;2;313-05211605477-A;13;214
55965;3;1;1;3; ; ; ;700; ;4; ;2;1; ;5; ;11; ; ; ; ;50;2;1;1;2;3; ;1; ;1;30;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;2;2;2; ;2;313-05211605477-A;13;214
55966;3;1;4;3; ; ; ;170; ;1; ;1;1; ;5; ;11; ; ; ; ;20;2;1;1;2;2; ;2;2;1;100;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;23;1;1;2; ;1;313-05211605477-A;13;214
55977;3;1;1;7; ; ; ; ;500;1; ;1;1; ;5; ;11; ; ; ; ;49;2;1;1;1;2; ;1; ;1;125;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;3;2;2; ;2;313-05213102595-A;13;214
55981;3;1;1;1; ;4; ; ;1800;1; ;1;1; ;5; ;1; ;4;0;7;45;2;1;1;1;1;1;1; ;1;120;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;9;5;2;1;35;2;313-05213102595-A;13;214
55982;3;1;1;3; ; ; ;750; ;1; ;1;1; ;5; ;1; ;4;0;7;20;2;1;1;1;1;1;1; ;1;50;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;3;3;2; ;2;313-05213102595-A;13;214
55983;3;1;1;3; ; ; ;700; ;1; ;1;1; ;5; ;1; ;2;0;6;50;2;1;1;1;1;1;1; ;1;80;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;3;2;2; ;2;313-05213102595-A;13;214
55991;3;1;1;1; ;4; ; ;1000;1; ;1;1; ;5; ;11; ; ; ; ;80;2;1;1;1;1;1;1; ;1;70;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;12;6;3;2; ;2;313-05204515509-A;13;214
55992;3;1;1;5; ; ; ; ;350;1; ;2;1; ;1; ;11; ; ; ; ;56;2;1;1;1;1;1;1; ;1;30;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;8;2;2;2; ;2;313-05213102595-A;13;214
55996;1;1;1;1; ;4; ; ;1000;1; ;1;1; ;6; ;1; ;2;0;2;25;1;1;1;1;1;4;1; ;1;55;6; ;2; ;2; ;2; ;2; ; ;1;30000;2; ;2; ;2; ;2; ; ;1;3; ;23;3;2;2; ;2;113-04161455553-A;13;205
55999;1;1;1;1; ;4; ; ;300;1; ;1;3; ;6; ;1; ;4;0;3;33;1;1;1;1;1;1;2;2;1;55;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;1;0;2; ;2;113-04161455553-A;13;205
56002;3;2;1;1; ; ; ; ;10;1; ;1;1; ;5; ;2; ;24;0;7; ;2;1;1;1;1;2;1; ;2; ;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;70;3;3;2; ;2;351-04800777534-D;21;491
56010;3;2;1;1; ; ; ; ;10;2; ;1;4; ;1; ;2; ;12;0;7; ;2;1;1;1;5; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;1; ;0;2;1;2; ;2;351-04800777534-D;21;491
56013;3;2;1;1; ; ; ; ;10;2; ;1;1; ;1; ;2; ;12;0;7; ;2;1;1;1;5; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;1200;2; ;2; ;2; ;2; ; ;1;1; ;0;4;4;2; ;2;351-04800777534-D;21;491
56017;3;2;1;1; ; ; ; ;10;2; ;1;1; ;1; ;2; ;24;0;7; ;2;1;1;1;5; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;30;3;1;2; ;2;351-04800777534-D;21;491
56020;1;1;1;1; ;4; ; ;1000;1; ;1;3; ;6; ;1; ;24;0;7;65;1;1;1;1;1;1;1; ;1;80;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;20;4;3;2; ;2;113-04161455553-A;13;205
56025;7;1;1;1; ;4; ; ;2500;2; ;1;2; ;6; ;1; ;24;0;7;80;2;1;1;1;1;2;1; ;1;180;6; ;1;3000;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;15;5;4;2; ;1;712-05226390006-A;12;398
56035;3;2;1;1; ;4; ; ;10;2; ;1;1; ;1; ;1; ;24;0;7; ;1;1;1;2;5; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;1; ;0;2;1;2; ;2;351-04800777534-D;21;491
56038;3;2;1;1; ;4; ; ;10;1; ;1;1; ;1; ;1; ;24;0;7; ;1;1;1;2;5; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;1; ;1;3;2;2; ;2;351-04800777534-D;21;491
56047;3;2;1;1; ;4; ; ;10;1; ;1;1; ;5; ;1; ;24;0;7; ;1;1;1;1;5; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;5;1;2; ;2;351-04800777534-D;21;491
56049;3;2;1;1; ;3; ; ;10;1; ;1;1; ;5; ;1; ;24;0;7; ;1;1;1;2;5; ; ; ;2; ;1; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;1; ;0;2;1;2; ;2;351-04800777534-D;21;491
56051;7;1;1;3; ; ; ;1500; ;1; ;1;3; ;6; ;1; ;24;0;7;150;1;1;1;1;1;1;1; ;1;150;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;25;2;2;2; ;1;714-05251835856-A;14;441
56055;7;1;1;1; ;4; ; ;1500;1; ;1;2; ;6; ;1; ;24;0;7;200;1;1;1;1;1;1;1; ;1;300;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;18;5;5;2; ;1;714-05251835856-A;14;441
56061;7;1;1;3; ; ; ;1000; ;1; ;1;2; ;6; ;1; ;24;0;7;150;1;1;1;1;1;1;1; ;1;300;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;25;3;3;2; ;1;714-05251835856-A;14;441
56074;7;1;1;1; ;4; ; ;700;1; ;1;2; ;5; ;2; ;24;0;7;50;2;1;2;2;1;1;1; ;1;180;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;25;2;0;2; ;2;712-05183748334-A;12;398
56075;7;1;4;3; ; ; ;900; ;1; ;1;2; ;5; ;2; ;24;0;7;50;2;1;2;2;1;1;2;2;1;70;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;27;2;1;2; ;2;712-05183748334-A;12;398
56086;7;1;4;3; ; ; ;400; ;1; ;1;2; ;5; ;2; ;24;0;7;30;2;1;1;1;1;1;1; ;1;50;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;7; ; ;1;0;2; ;2;712-05183748334-A;12;398
56088;7;1;1;1; ;4; ; ;2500;1; ;1;2; ;6; ;1; ;24;0;7;250;2;1;2;1;1;1;1; ;1;270;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;80;2;2;2; ;2;712-05183748334-A;12;398
56093;4;1;1;1; ;4; ; ;4000;1; ;1;1; ;6; ;1; ;6;0;7;60;2;1;1;1;1;1;1; ;1;90;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;26;4;3;1;36;1;414-00477595341-A;14;367
56098;4;1;1;1; ;4; ; ;2000;2; ;1;2; ;5; ;1; ;5;0;7;32;2;1;1;1;1;1;1; ;1;190;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;22;2;1;2; ;2;414-00477595341-A;14;367
